Rider,Injury,Track,Date
Jeremy Smith,COLLARBONE,Spring Creek,2021-07-15
Joey Crown,HEAD,Spring Creek,2021-07-15
Seth Hammaker,UNKNOWN,Spring Creek,2021-07-15
Alex Martin,ARM,Spring Creek,2021-07-15
Cameron McAdoo,KNEE,Spring Creek,2021-07-15
Kevin Moranz,"RIBS, LUNG, SCAPULA",Spring Creek,2021-07-15
Jordon Smith,SHOULDER,Spring Creek,2021-07-15
Jason Anderson,HAND,Southwick,2021-07-08
Zach Osborne,BACK,Southwick,2021-07-08
Henry Miller,KNEE,Southwick,2021-07-08
Phil Nicoletti,KNEE,Southwick,2021-07-08
Jeremy Smith,COLLARBONE,Southwick,2021-07-08
Dean Wilson,BANGED UP,Southwick,2021-07-08
Joey Crown,HEAD,Southwick,2021-07-08
Kyle Greeson,"SHOULDER, COLLARBONE",Southwick,2021-07-08
Seth Hammaker,UNKNOWN,Southwick,2021-07-08
Derek Kelley,Shoulder,Southwick,2021-07-08
Alex Martin,ARM,Southwick,2021-07-08
Jeremy Martin,"WRIST, SHOULDER",Southwick,2021-07-08
Cameron McAdoo,KNEE,Southwick,2021-07-08
Kevin Moranz,"RIBS, LUNG, SCAPULA",Southwick,2021-07-08
Jordon Smith,SHOULDER,Southwick,2021-07-08
Jason Anderson,HAND,Redbud,2021-07-01
Zach Osborne,BACK,Redbud,2021-07-01
Henry Miller,KNEE,Redbud,2021-07-01
Jeremy Smith,COLLARBONE,Redbud,2021-07-01
Joey Crown,HEAD,Redbud,2021-07-01
Kyle Greeson,"SHOULDER, COLLARBONE",Redbud,2021-07-01
Seth Hammaker,UNKNOWN,Redbud,2021-07-01
Alex Martin,ARM,Redbud,2021-07-01
Jeremy Martin,"WRIST, SHOULDER",Redbud,2021-07-01
Cameron McAdoo,KNEE,Redbud,2021-07-01
Kevin Moranz,"RIBS, LUNG, SCAPULA",Redbud,2021-07-01
Michael Mosiman,HEAD,Redbud,2021-07-01
Chad Saultz,COLLARBONE,Redbud,2021-07-01
Jordon Smith,SHOULDER,Redbud,2021-07-01
Jason Anderson,HAND,High Point,2021-06-17
Phil Nicoletti,BANGED UP,High Point,2021-06-17
Zach Osborne,BACK,High Point,2021-06-17
Bobby Piazza,"HAND, FOOT",High Point,2021-06-17
Jeremy Smith,Collarbone,High Point,2021-06-17
Joey Crown,HEAD,High Point,2021-06-17
Kyle Greeson,"SHOULDER, COLLARBONE",High Point,2021-06-17
Seth Hammaker,UNKNOWN,High Point,2021-06-17
Grant Harlan,"HEAD, ELBOW, WRIST, CHEST, LUNG",High Point,2021-06-17
Alex Martin,ARM,High Point,2021-06-17
Jeremy Martin,"WRIST, SHOULDER",High Point,2021-06-17
Cameron McAdoo,KNEE,High Point,2021-06-17
Kevin Moranz,"RIBS, LUNG, SCAPULA",High Point,2021-06-17
Kailub Russell,"RIBS, JAW",High Point,2021-06-17
Chad Saultz,COLLARBONE,High Point,2021-06-17
Jordon Smith,SHOULDER,High Point,2021-06-17
Jason Anderson,HAND,Thunder Valley,2021-06-03
Bobby Piazza,"HAND, FOOT",Thunder Valley,2021-06-03
Dean Wilson,GUT,Thunder Valley,2021-06-03
Joey Crown,HEAD,Thunder Valley,2021-06-03
Seth Hammaker,&nbsp;– unknown,Thunder Valley,2021-06-03
Grant Harlan,"HEAD, ELBOW, WRIST, CHEST, LUNG",Thunder Valley,2021-06-03
KYLE GREESON,"&nbsp;– SHOULDER, COLLARBONE",Thunder Valley,2021-06-03
Cameron McAdoo,KNEE,Thunder Valley,2021-06-03
Kevin Moranz,"RIBS, LUNG, SCAPULA",Thunder Valley,2021-06-03
Kailub Russell,"RIBS, JAW",Thunder Valley,2021-06-03
Chad Saultz,collarbone,Thunder Valley,2021-06-03
Jordon Smith,SHOULDER,Thunder Valley,2021-06-03
Justin Bogle,SHOULDER,Fox Raceway,2021-05-27
Adam Cianciarulo,COLLARBONE,Fox Raceway,2021-05-27
Christian Craig,"LEG, ANKLE",Fox Raceway,2021-05-27
Jacob Hayes,LEG,Fox Raceway,2021-05-27
Zach Osborne,BACK,Fox Raceway,2021-05-27
Bobby Piazza,"HAND, FOOT",Fox Raceway,2021-05-27
Joey Crown,HEAD,Fox Raceway,2021-05-27
Austin Forkner,COLLARBONE,Fox Raceway,2021-05-27
RJ Hampshire,"WRISTS, HAND",Fox Raceway,2021-05-27
Grant Harlan,"HEAD, ELBOW, WRIST, CHEST, LUNG",Fox Raceway,2021-05-27
Kyle Greeson,"SHOULDER, COLLARBONE",Fox Raceway,2021-05-27
Kevin Moranz,"RIBS, LUNG, SCAPULA",Fox Raceway,2021-05-27
Alex Martin,WRIST,Fox Raceway,2021-05-27
Jeremy Martin,SHOULDER,Fox Raceway,2021-05-27
Ty Masterpool,ANKLE,Fox Raceway,2021-05-27
Carson Mumford,SHOULDER,Fox Raceway,2021-05-27
Stilez Robertson,KNEE,Fox Raceway,2021-05-27
Kailub Russell,"RIBS, JAW",Fox Raceway,2021-05-27
Jordon Smith,SHOULDER,Fox Raceway,2021-05-27
Max Vohland,HIP,Fox Raceway,2021-05-27
Justin Bogle,SHOULDER,Salt Lake City,2021-04-29
Justin Brayton,HAND,Salt Lake City,2021-04-29
Kyle Chisholm,SHOULDER,Salt Lake City,2021-04-29
Adam Cianciarulo,COLLARBONE,Salt Lake City,2021-04-29
Martin Davalos,COLLARBONE,Salt Lake City,2021-04-29
Vince Friese,RIBS,Salt Lake City,2021-04-29
Shane McElrath,BACK,Salt Lake City,2021-04-29
Zach Osborne,BACK,Salt Lake City,2021-04-29
Austin Politelli,"HEAD, SHOULDER",Salt Lake City,2021-04-29
Carter Stephenson,"HAND, UPPER BODY",Salt Lake City,2021-04-29
TJ Albright,KNEE,Salt Lake City,2021-04-29
Austin Forkner,COLLARBONE,Salt Lake City,2021-04-29
RJ Hampshire,"WRISTS, HAND",Salt Lake City,2021-04-29
Grant Harlan,"HEAD, ELBOW, WRIST, CHEST, LUNG",Salt Lake City,2021-04-29
Kevin Moranz,"RIBS, LUNG, SCAPULA",Salt Lake City,2021-04-29
Mitchell Oldenburg,HAND,Salt Lake City,2021-04-29
Chad Saultz,COLLARBONE,Salt Lake City,2021-04-29
Max Vohland,HIP,Salt Lake City,2021-04-29
Dylan Woodcock,BACK,Salt Lake City,2021-04-29
Dakota Alix,BACK,Salt Lake City,2021-04-29
Bryton Carrol,"l – RIBS, STERNUM, FOOT",Salt Lake City,2021-04-29
Martin Castelo,HAND,Salt Lake City,2021-04-29
Christian Craig,"LEG, ANKLE",Salt Lake City,2021-04-29
Joey Crown,HEAD,Salt Lake City,2021-04-29
Mitchell Falk,LEG,Salt Lake City,2021-04-29
Bryson Gardner,"BACK, PELVIS",Salt Lake City,2021-04-29
Mason Gonzales,"LEG, ANKLE",Salt Lake City,2021-04-29
Chase Marquier,"ARM, HEAD",Salt Lake City,2021-04-29
Alex Martin,WRIST,Salt Lake City,2021-04-29
Jeremy Martin,SHOULDER,Salt Lake City,2021-04-29
Ty Masterpool,ANKLE,Salt Lake City,2021-04-29
Carson Mumford,SHOULDER,Salt Lake City,2021-04-29
Hardy Munoz,KNEE,Salt Lake City,2021-04-29
Stilez Robertson,KNEE,Salt Lake City,2021-04-29
Jordon Smith,SHOULDER,Salt Lake City,2021-04-29
Justin Thompson,KNEE,Salt Lake City,2021-04-29
Benny Bloss,ANKLE,Salt Lake City,2021-04-22
Justin Bogle,SHOULDER,Salt Lake City,2021-04-22
Justin Brayton,HAND,Salt Lake City,2021-04-22
Kyle Chisholm,SHOULDER,Salt Lake City,2021-04-22
Adam Cianciarulo,COLLARBONE,Salt Lake City,2021-04-22
Martin Davalos,COLLARBONE,Salt Lake City,2021-04-22
Vince Friese,RIBS,Salt Lake City,2021-04-22
Shane McElrath,BACK,Salt Lake City,2021-04-22
Zach Osborne,BACK,Salt Lake City,2021-04-22
Austin Politelli,"HEAD, SHOULDER",Salt Lake City,2021-04-22
Carter Stephenson,"HAND, UPPER BODY",Salt Lake City,2021-04-22
TJ Albright,KNEE,Salt Lake City,2021-04-22
Austin Forkner,COLLARBONE,Salt Lake City,2021-04-22
RJ Hampshire,"WRISTS, HAND",Salt Lake City,2021-04-22
Grant Harlan,"HEAD, ELBOW, WRIST, CHEST, LUNG",Salt Lake City,2021-04-22
Kevin Moranz,"RIBS, LUNG, SCAPULA",Salt Lake City,2021-04-22
Michael Mosiman,HAND,Salt Lake City,2021-04-22
Mitchell Oldenburg,HAND,Salt Lake City,2021-04-22
Jess Pettis,KNEE,Salt Lake City,2021-04-22
Chad Saultz,COLLARBONE,Salt Lake City,2021-04-22
Max Vohland,HIP,Salt Lake City,2021-04-22
Dylan Woodcock,BACK,Salt Lake City,2021-04-22
Martin Castelo,HAND,Salt Lake City,2021-04-22
Alex Martin,WRIST,Salt Lake City,2021-04-22
Jeremy Martin,SHOULDER,Salt Lake City,2021-04-22
Justin Thompson,KNEE,Salt Lake City,2021-04-22
Benny Bloss,ANKLE,Atlanta,2021-04-16
Justin Bogle,SHOULDER,Atlanta,2021-04-16
Justin Brayton,HAND,Atlanta,2021-04-16
Kyle Chisholm,SHOULDER,Atlanta,2021-04-16
Adam Cianciarulo,COLLARBONE,Atlanta,2021-04-16
Vince Friese,RIBS,Atlanta,2021-04-16
Grant Harlan,"HEAD, ELBOW, WRIST, CHEST, LUNG",Atlanta,2021-04-16
Brandon Hartranft,UNKNOWN,Atlanta,2021-04-16
Shane McElrath,BACK,Atlanta,2021-04-16
Kevin Moranz,"RIBS, LUNG, SCAPULA",Atlanta,2021-04-16
Fredrik Noren,ANKLE,Atlanta,2021-04-16
Mitchell Oldenburg,HAND,Atlanta,2021-04-16
Zach Osborne,BACK,Atlanta,2021-04-16
Austin Politelli,"HEAD, SHOULDER",Atlanta,2021-04-16
Chad Saultz,Collarbone,Atlanta,2021-04-16
Carter Stephenson,"HAND, UPPER BODY",Atlanta,2021-04-16
Malcolm Stewart,SORE,Atlanta,2021-04-16
Dakota Alix,BACK,Atlanta,2021-04-16
Bryton Carrol,"l – RIBS, STERNUM, FOOT",Atlanta,2021-04-16
Martin Castelo,HAND,Atlanta,2021-04-16
Joey Crown,HEAD,Atlanta,2021-04-16
Mitchell Falk,LEG,Atlanta,2021-04-16
Bryson Gardner,"BACK, PELVIS",Atlanta,2021-04-16
Mason Gonzales,"LEG, ANKLE",Atlanta,2021-04-16
Chase Marquier,"ARM, HEAD",Atlanta,2021-04-16
Alex Martin,WRIST,Atlanta,2021-04-16
Jeremy Martin,SHOULDER,Atlanta,2021-04-16
Ty Masterpool,ankle,Atlanta,2021-04-16
Carson Mumford,SHOULDER,Atlanta,2021-04-16
Hardy Munoz,KNEE,Atlanta,2021-04-16
Jordon Smith,SHOULDER,Atlanta,2021-04-16
Justin Thompson,KNEE,Atlanta,2021-04-16
Austin Forkner,COLLARBONE,Atlanta,2021-04-16
Max Anstie,BANGED UP,Atlanta,2021-04-12
Justin Bogle,SHOULDER,Atlanta,2021-04-12
Justin Brayton,HAND,Atlanta,2021-04-12
Adam Cianciarulo,COLLARBONE,Atlanta,2021-04-12
Vince Friese,RIBS,Atlanta,2021-04-12
Grant Harlan,"HEAD, ELBOW, WRIST, CHEST, LUNG",Atlanta,2021-04-12
Brandon Hartranft,unknown,Atlanta,2021-04-12
Shane McElrath,BACK,Atlanta,2021-04-12
Zach Osborne,BACK,Atlanta,2021-04-12
Austin Politelli,"HEAD, SHOULDER",Atlanta,2021-04-12
Carter Stephenson,,Atlanta,2021-04-12
Dakota Alix,BACK,Atlanta,2021-04-12
Bryton Carrol,"l – RIBS, STERNUM, FOOT",Atlanta,2021-04-12
Martin Castelo,HAND,Atlanta,2021-04-12
Joey Crown,HEAD,Atlanta,2021-04-12
Mitchell Falk,LEG,Atlanta,2021-04-12
Bryson Gardner,"BACK, PELVIS",Atlanta,2021-04-12
Mason Gonzales,"LEG, ANKLE",Atlanta,2021-04-12
Chase Marquier,"ARM, HEAD",Atlanta,2021-04-12
Alex Martin,WRIST,Atlanta,2021-04-12
Jeremy Martin,SHOULDER,Atlanta,2021-04-12
Hardy Munoz,Knee,Atlanta,2021-04-12
Jordon Smith,SHOULDER,Atlanta,2021-04-12
Justin Thompson,KNEE,Atlanta,2021-04-12
Austin Forkner,COLLARBONE,Atlanta,2021-04-12
Benny Bloss,FOOT,Atlanta,2021-04-08
Justin Bogle,SHOULDER,Atlanta,2021-04-08
Justin Brayton,HAND,Atlanta,2021-04-08
Adam Cianciarulo,COLLARBONE,Atlanta,2021-04-08
Adam Enticknap,COLLARBONE,Atlanta,2021-04-08
Grant Harlan,"HEAD, ELBOW, WRIST, CHEST, LUNG",Atlanta,2021-04-08
Shane McElrath,BACK,Atlanta,2021-04-08
Marvin Musquin,"HEAD, ARM",Atlanta,2021-04-08
Zach Osborne,BACK,Atlanta,2021-04-08
Austin Politelli,"HEAD, SHOULDER",Atlanta,2021-04-08
Carter Stephenson,,Atlanta,2021-04-08
Dakota Alix,BACK,Atlanta,2021-04-08
Pierce Brown,HAND,Atlanta,2021-04-08
Sean Cantrell,COLLARBONE,Atlanta,2021-04-08
Bryton Carrol,"l – RIBS, STERNUM, FOOT",Atlanta,2021-04-08
Martin Castelo,HAND,Atlanta,2021-04-08
Joey Crown,HEAD,Atlanta,2021-04-08
Derek Drake,FEMUR,Atlanta,2021-04-08
Mitchell Falk,LEG,Atlanta,2021-04-08
Bryson Gardner,"BACK, PELVIS",Atlanta,2021-04-08
Mason Gonzales,"LEG, ANKLE",Atlanta,2021-04-08
Alex Martin,WRIST,Atlanta,2021-04-08
Jeremy Martin,SHOULDER,Atlanta,2021-04-08
Stilez Robertson,FOOT,Atlanta,2021-04-08
Dilan Schwartz,BANGED UP,Atlanta,2021-04-08
Jordon Smith,SHOULDER,Atlanta,2021-04-08
Justin Thompson,KNEE,Atlanta,2021-04-08
Austin Forkner,COLLARBONE,Atlanta,2021-04-08
Benny Bloss,FOOT,Arlington,2021-03-18
Justin Brayton,Hand,Arlington,2021-03-18
Adam Cianciarulo,COLLARBONE,Arlington,2021-03-18
Adam Enticknap,COLLARBONE,Arlington,2021-03-18
Grant Harlan,"HEAD, ELBOW, WRIST, CHEST, LUNG",Arlington,2021-03-18
Shane McElrath,BACK,Arlington,2021-03-18
Henry Miller,"SHOULDER, BANGED UP",Arlington,2021-03-18
Marvin Musquin,"HEAD, ARM",Arlington,2021-03-18
Zach Osborne,BACK,Arlington,2021-03-18
Austin Politelli,"HEAD, SHOULDER",Arlington,2021-03-18
Carter Stephenson,,Arlington,2021-03-18
Dakota Alix,BACK,Arlington,2021-03-18
Pierce Brown,HAND,Arlington,2021-03-18
Sean Cantrell,COLLARBONE,Arlington,2021-03-18
Bryton Carrol,"l – RIBS, STERNUM, FOOT",Arlington,2021-03-18
Martin Castelo,HAND,Arlington,2021-03-18
Joey Crown,HEAD,Arlington,2021-03-18
Derek Drake,FEMUR,Arlington,2021-03-18
Mitchell Falk,LEG,Arlington,2021-03-18
Bryson Gardner,"BACK, PELVIS",Arlington,2021-03-18
Mason Gonzales,"LEG, ANKLE",Arlington,2021-03-18
Alex Martin,WRIST,Arlington,2021-03-18
Jeremy Martin,SHOULDER,Arlington,2021-03-18
Stilez Robertson,FOOT,Arlington,2021-03-18
Dilan Schwartz,BANGED UP,Arlington,2021-03-18
Justin Thompson,KNEE,Arlington,2021-03-18
Austin Forkner,COLLARBONE,Arlington,2021-03-18
Adam Cianciarulo,COLLARBONE,Arlington,2021-03-15
Dylan Ferrandis,LEG,Arlington,2021-03-15
Adam Enticknap,COLLARBONE,Arlington,2021-03-15
Grant Harlan,"HEAD, ELBOW, WRIST, CHEST, LUNG",Arlington,2021-03-15
Marvin Musquin,"HEAD, ARM",Arlington,2021-03-15
Zach Osborne,BACK,Arlington,2021-03-15
Austin Politelli,"HEAD, SHOULDER",Arlington,2021-03-15
Carter Stephenson,,Arlington,2021-03-15
Dakota Alix,BACK,Arlington,2021-03-15
Pierce Brown,HAND,Arlington,2021-03-15
Sean Cantrell,COLLARBONE,Arlington,2021-03-15
Bryton Carrol,"l – RIBS, STERNUM, FOOT",Arlington,2021-03-15
Martin Castelo,HAND,Arlington,2021-03-15
Joey Crown,HEAD,Arlington,2021-03-15
Derek Drake,FEMUR,Arlington,2021-03-15
Mitchell Falk,LEG,Arlington,2021-03-15
Bryson Gardner,"BACK, PELVIS",Arlington,2021-03-15
Mason Gonzales,"LEG, ANKLE",Arlington,2021-03-15
Enzo Lopes,"SHOULDER, WRIST",Arlington,2021-03-15
Jeremy Martin,SHOULDER,Arlington,2021-03-15
Dilan Schwartz,BANGED UP,Arlington,2021-03-15
Jordon Smith,BACK,Arlington,2021-03-15
Justin Thompson,KNEE,Arlington,2021-03-15
Austin Forkner,COLLARBONE,Arlington,2021-03-15
Justin Brayton,CHEST,Arlington,2021-03-11
Josh Cartwright,ANKLE,Arlington,2021-03-11
Adam Cianciarulo,COLLARBONE,Arlington,2021-03-11
Adam Enticknap,COLLARBONE,Arlington,2021-03-11
Grant Harlan,"HEAD, ELBOW, WRIST, CHEST, LUNG",Arlington,2021-03-11
Zach Osborne,BACK,Arlington,2021-03-11
Austin Politelli,"HEAD, SHOULDER",Arlington,2021-03-11
Carter Stephenson,,Arlington,2021-03-11
Dakota Alix,BACK,Arlington,2021-03-11
Sean Cantrell,COLLARBONE,Arlington,2021-03-11
Bryton Carrol,"l&nbsp;– RIBS, STERNUM, FOOT",Arlington,2021-03-11
Martin Castelo,HAND,Arlington,2021-03-11
Joey Crown,HEAD,Arlington,2021-03-11
Derek Drake,FEMUR,Arlington,2021-03-11
Mitchell Falk,LEG,Arlington,2021-03-11
Bryson Gardner,"BACK, PELVIS",Arlington,2021-03-11
Mason Gonzales,"LEG, ANKLE",Arlington,2021-03-11
Enzo Lopes,"SHOULDER, WRIST",Arlington,2021-03-11
Jeremy Martin,SHOULDER,Arlington,2021-03-11
Jace Owen,KNEE,Arlington,2021-03-11
Dilan Schwartz,BANGED UP,Arlington,2021-03-11
Jordon Smith,BACK,Arlington,2021-03-11
Justin Thompson,KNEE,Arlington,2021-03-11
Austin Forkner,COLLARBONE,Arlington,2021-03-11
Justin Brayton,CHEST,Daytona,2021-03-04
Josh Cartwright,ANKLE,Daytona,2021-03-04
Adam Cianciarulo,COLLARBONE,Daytona,2021-03-04
Adam Enticknap,COLLARBONE,Daytona,2021-03-04
Henry Miller,WRIST,Daytona,2021-03-04
Zach Osborne,BACK,Daytona,2021-03-04
Justin Rodbell,SHOULDER,Daytona,2021-03-04
Chase Sexton,SHOULDER,Daytona,2021-03-04
Justin Starling,KNEE,Daytona,2021-03-04
Carter Stephenson,,Daytona,2021-03-04
Dakota Alix,BACK,Daytona,2021-03-04
Pierce Brown,KNEE,Daytona,2021-03-04
Sean Cantrell,COLLARBONE,Daytona,2021-03-04
Derek Drake,FEMUR,Daytona,2021-03-04
Mitchell Falk,LEG,Daytona,2021-03-04
Bryson Gardner,"BACK, PELVIS",Daytona,2021-03-04
Mason Gonzales,"LEG, ANKLE",Daytona,2021-03-04
Enzo Lopes,"SHOULDER, WRIST",Daytona,2021-03-04
Alex Martin,BANGED UP,Daytona,2021-03-04
Jeremy Martin,SHOULDER,Daytona,2021-03-04
Jace Owen,knee,Daytona,2021-03-04
Jerry Robin,SHOULDER,Daytona,2021-03-04
Justin Thompson,KNEE,Daytona,2021-03-04
Austin Forkner,COLLARBONE,Daytona,2021-03-04
Max Anstie,BACK,Orlando,2021-02-19
Justin Brayton,CHEST,Orlando,2021-02-19
Dylan Ferrandis,BANGED UP,Orlando,2021-02-19
Adam Enticknap,collarbone,Orlando,2021-02-19
Henry Miller,Wrist,Orlando,2021-02-19
Alex Ray,ILLNESS,Orlando,2021-02-19
Justin Rodbell,Shoulder,Orlando,2021-02-19
Chase Sexton,SHOULDER,Orlando,2021-02-19
Carter Stephenson,,Orlando,2021-02-19
Dakota Alix,BACK,Orlando,2021-02-19
Pierce Brown,KNEE,Orlando,2021-02-19
Justin Cooper,FOOT,Orlando,2021-02-19
Derek Drake,FEMUR,Orlando,2021-02-19
Mitchell Falk,LEG,Orlando,2021-02-19
Bryson Gardner,"BACK, PELVIS",Orlando,2021-02-19
Mason Gonzales,"LEG, ANKLE",Orlando,2021-02-19
Enzo Lopes,"SHOULDER, WRIST",Orlando,2021-02-19
Justin Thompson,KNEE,Orlando,2021-02-19
Austin Forkner,&nbsp;– collarbone,Orlando,2021-02-19
Max Anstie,BACK,Orlando,2021-02-12
Shane McElrath,SHOULDER,Orlando,2021-02-12
Henry Miller,WRIST,Orlando,2021-02-12
Austin Politelli,HEAD,Orlando,2021-02-12
Alex Ray,ILLNESS,Orlando,2021-02-12
Chase Sexton,SHOULDER,Orlando,2021-02-12
Carter Stephenson,,Orlando,2021-02-12
Dean Wilson,FOOT,Orlando,2021-02-12
TJ Albright,KNEE,Orlando,2021-02-12
Austin Forkner,COLLARBONE,Orlando,2021-02-12
RJ Hampshire,"HAND, WRIST",Orlando,2021-02-12
Devin Harriman,WRIST,Orlando,2021-02-12
Max Miller,BACK,Orlando,2021-02-12
Michael Mosiman,HAND,Orlando,2021-02-12
Jess Pettis,KNEE,Orlando,2021-02-12
John Short,BANGED UP,Orlando,2021-02-12
Max Vohland,HIP,Orlando,2021-02-12
Dylan Wood,COCK – BACK,Orlando,2021-02-12
Justin Cooper,FOOT,Orlando,2021-02-12
Justin Thompson,KNEE,Orlando,2021-02-12
Jason Anderson,FINGER,Indianapolis,2021-02-04
Max Anstie,BACK,Indianapolis,2021-02-04
Fredrik Noren,HEAD,Indianapolis,2021-02-04
Shane McElrath,SHOULDER,Indianapolis,2021-02-04
Henry Miller,WRIST,Indianapolis,2021-02-04
Austin Politelli,HEAD,Indianapolis,2021-02-04
Chase Sexton,SHOULDER,Indianapolis,2021-02-04
Dean Wilson,FOOT,Indianapolis,2021-02-04
TJ Albright,Knee,Indianapolis,2021-02-04
Austin Forkner,COLLARBONE,Indianapolis,2021-02-04
RJ Hampshire,"HAND, WRIST",Indianapolis,2021-02-04
Jett Lawrence,SHOULDER,Indianapolis,2021-02-04
Jess Pettis,KNEE,Indianapolis,2021-02-04
John Short,BANGED UP,Indianapolis,2021-02-04
Max Vohland,HIP,Indianapolis,2021-02-04
Dylan Wood,COCK – BACK,Indianapolis,2021-02-04
Justin Cooper,FOOT,Indianapolis,2021-02-04
Justin Thompson,KNEE,Indianapolis,2021-02-04
Max Anstie,BACK,Indianapolis,2021-02-01
Vince Friese,BANGED UP,Indianapolis,2021-02-01
Shane McElrath,SHOULDER,Indianapolis,2021-02-01
Henry Miller,WRIST,Indianapolis,2021-02-01
Alex Ray,WRIST,Indianapolis,2021-02-01
Chase Sexton,SHOULDER,Indianapolis,2021-02-01
Dean Wilson,FOOT,Indianapolis,2021-02-01
Austin Forkner,COLLARBONE,Indianapolis,2021-02-01
RJ Hampshire,"HAND, WRIST",Indianapolis,2021-02-01
Jess Pettis,KNEE,Indianapolis,2021-02-01
Max Vohland,HIP,Indianapolis,2021-02-01
Dylan Wood,COCK – BACK,Indianapolis,2021-02-01
Justin Cooper,FOOT,Indianapolis,2021-02-01
Justin Thompson,KNEE,Indianapolis,2021-02-01
Max Anstie,BACK,Indianapolis,2021-01-28
SHANE MCELRATH,&nbsp;– SHOULDER,Indianapolis,2021-01-28
Henry Miller,WRIST,Indianapolis,2021-01-28
Chase Sexton,SHOULDER,Indianapolis,2021-01-28
Dean Wilson,FOOT,Indianapolis,2021-01-28
Lorenzo Camporese,SHOULDER,Indianapolis,2021-01-28
Austin Forkner,SHOULDER,Indianapolis,2021-01-28
RJ Hampshire,HAND,Indianapolis,2021-01-28
Enzo Lopes,"SHOULDER, WRIST",Indianapolis,2021-01-28
Jess Pettis,&nbsp;KNEE,Indianapolis,2021-01-28
Dylan Wood,cock – back,Indianapolis,2021-01-28
Justin Cooper,FOOT,Indianapolis,2021-01-28
Justin Thompson,KNEE,Indianapolis,2021-01-28
Max Anstie,BACK,Houston,2021-01-21
Justin Bogle,"BACK, HIP, KNEE",Houston,2021-01-21
Shane McElrath,SHOULDER,Houston,2021-01-21
Henry Miller,WRIST,Houston,2021-01-21
Joey Savatgy,LEG,Houston,2021-01-21
Chase Sexton,SHOULDER,Houston,2021-01-21
Austin Forkner,— SHOULDER,Houston,2021-01-21
RJ Hampshire,— HAND,Houston,2021-01-21
Enzo Lopes,"— SHOULDER, WRIST",Houston,2021-01-21
Jess Pettis,—KNEE,Houston,2021-01-21
Justin Thompson,KNEE,Houston,2021-01-21
Max Anstie,BACK,Houston,2021-01-18
Justin Bogle,"BACK, HIP, KNEE",Houston,2021-01-18
Shane McElrath,SHOULDER,Houston,2021-01-18
Henry Miller,WRIST,Houston,2021-01-18
Enzo Lopes,WRIST,Houston,2021-01-18
Jess Pettis,KNEE,Houston,2021-01-18
Pierce Brown,KNEE,Houston,2021-01-18
Derek Drake,Femur,Houston,2021-01-18
Mason Gonzales,"Leg, Ankle",Houston,2021-01-18
Justin Thompson,KNEE,Houston,2021-01-18
Max Anstie,BACK,Houston,2021-01-14
Dylan Ferrandis,HAND,Houston,2021-01-14
Shane McElrath,SHOULDER,Houston,2021-01-14
Henry Miller,WRIST,Houston,2021-01-14
Pierce Brown,KNEE,Houston,2021-01-14
Derek Drake,Femur,Houston,2021-01-14
Mason Gonzales,"Leg, Ankle",Houston,2021-01-14
Justin Thompson,KNEE,Houston,2021-01-14
Jason Anderson,ARM,Fox Raceway,2020-10-08
Blake Baggett,HAND/WRIST,Fox Raceway,2020-10-08
Justin Barcia,SORE,Fox Raceway,2020-10-08
Jeremy Hand,WRIST,Fox Raceway,2020-10-08
Henry Miller,WRIST,Fox Raceway,2020-10-08
Aaron Plessinger,WRIST,Fox Raceway,2020-10-08
Luke Renzland,HEAD,Fox Raceway,2020-10-08
Ken Roczen,ONGOING HEALTH ISSUES,Fox Raceway,2020-10-08
Joey Savatgy,ANKLE/FOOT,Fox Raceway,2020-10-08
John Short,BANGED UP,Fox Raceway,2020-10-08
Cooper Webb,BACK,Fox Raceway,2020-10-08
Dean Wilson,KNEE,Fox Raceway,2020-10-08
Pierce Brown,KNEE,Fox Raceway,2020-10-08
Derek Drake,HEALTH ISSUES,Fox Raceway,2020-10-08
Austin Forkner,INTERNAL INJURIES,Fox Raceway,2020-10-08
Mason Gonzales,BANGED UP,Fox Raceway,2020-10-08
RJ Hampshire,HAND,Fox Raceway,2020-10-08
Garrett Marchbanks,"RIBS, BACK, LUNG",Fox Raceway,2020-10-08
Ty Masterpool,LEG,Fox Raceway,2020-10-08
Cameron McAdoo,"HAND, FINGERS",Fox Raceway,2020-10-08
Michael Mosiman,CONCUSSION,Fox Raceway,2020-10-08
Colt Nichols,HAND,Fox Raceway,2020-10-08
Stilez Robertson,HEAD,Fox Raceway,2020-10-08
Darian Sanayei,SHOULDER,Fox Raceway,2020-10-08
Jordon Smith,KNEE,Fox Raceway,2020-10-08
Jalek Swoll,SHOULDER,Fox Raceway,2020-10-08
Tevin Tapia,NECK,Fox Raceway,2020-10-08
Jason Anderson,ARM,Thunder Valley,2020-10-01
Benny Bloss,DINGED UP,Thunder Valley,2020-10-01
Jeremy Hand,WRIST,Thunder Valley,2020-10-01
Henry Miller,WRIST,Thunder Valley,2020-10-01
Aaron Plessinger,WRIST,Thunder Valley,2020-10-01
Luke Renzland,HEAD,Thunder Valley,2020-10-01
Ken Roczen,ONGOING HEALTH ISSUES,Thunder Valley,2020-10-01
John Short,BANGED UP,Thunder Valley,2020-10-01
Jeremy Smith,TAILBONE,Thunder Valley,2020-10-01
Broc Tickle,"ABDOMEN, KNEE",Thunder Valley,2020-10-01
Cooper Webb,BACK,Thunder Valley,2020-10-01
Dean Wilson,KNEE,Thunder Valley,2020-10-01
